Name,Location,Founded,Employee,About,Skills,Link
GTEN:Global Technology Experts - Java Developer,Job available in Work From Home,Founded in 2010,50 - 200 employees,"GTEN is a global digital transformation consulting firm providing solutions like full-stack development, test automation, product engineering, managed services, etc. serving healthcare, BFSI, and other sectors.","Python
Java
J2EE
Spring",https://www.instahyre.com/job-294211-java-developer-at-gtenglobal-technology-experts-work-from-home/
Heymarket - Integrations Engineer,Job available in Work From Home,Founded in 2022,10 - 50 employees,"Heymarket is a business messaging platform that simplifies business conversation across time-zones and channels through its unified inbox, 1,500 businesses use this for web and mobile applications.","Python
Salesforce
AWS CloudFormation
Golang
Git",https://www.instahyre.com/job-294037-integrations-engineer-at-heymarket-work-from-home/
Infinite Computer Solutions - SDET,Job available in Bangalore,Founded in 1999,More than 1000 employees,"Infinite Computer Solutions provides technology solutions to Gortune 1000 companies, specializing in the Healthcare, Banking & Finance, Telecommunications & Technology and Media & Publishing industries.","Python
Automation Testing
Java
JavaScript
Android",https://www.instahyre.com/job-294305-sdet-at-infinite-computer-solutions-3-bangalore/
Khatabook - Senior Backend Engineer - 3,Job available in Bangalore,Founded in 2018,50 - 200 employees,Khatabook is an Internet based company that offers a platform for shop owners to record credit and debit transactions for their trusted customers. It is a digital ledger to manage businesses.,"Python
Java
Node.js",https://www.instahyre.com/job-294174-senior-backend-engineer-3-at-khatabook-bangalore/
Meesho - Data Scientist,Job available in Bangalore,Founded in 2015,500 - 1000 employees,"Meesho is a mobile store builder which allows merchants to create online store and share products on multiple social media platforms. Founding team from Inmobi, Sony and IIT Delhi.","Python
Machine Learning
SQL",https://www.instahyre.com/job-294163-data-scientist-at-meesho-bangalore/
OnlineSales.ai - Software Engineer,Job available in Pune,Founded in 2016,50 - 200 employees,"OnlineSales.ai leverages big data analytics to deliver marketing experience & automation to eCommerce companies. It provides user acquisition, engagement, analytics & monetization on a single platform.","Python
Java
Node.js",https://www.instahyre.com/job-294066-software-engineer-at-onlinesales-pune/
R Systems International - Azure Migration Specialist,Job available in Noida,Founded in 1993,More than 1000 employees,"R Systems is an specialized IT Services & Solutions provider of Deep Analytics, Robotic Process Automation, QA & Testing, App Development, KPO/BPO, Supply Chain Solutions & Mobile Broadband Management.","Python
Azure
Terraform
Data Migration
Azure DevOps Server",https://www.instahyre.com/job-294109-azure-migration-specialist-at-r-systems-international-noida/
Rein Games - Databricks Data Engineer,"Job available in Bangalore, Chennai, Gurgaon",Founded in 2018,10 - 50 employees,"Rein Games is an IT & Services organization that provides services related to a gaming platform for Sports, Mobile Games, Multiplayer Games, Board Games, Puzzles Games, etc.","Python
Hive
Pig
Power BI
R
SQL
Tableau
+2",https://www.instahyre.com/job-294084-databricks-data-engineer-at-rein-games-bangalore-chennai-gurgaon/
Ruse Home - Software Engineer,Job available in Bangalore,Founded in 2020,10 - 50 employees,SmartDEN focuses on providing a one-stop solution to automated homes along with 360-degree smart living experience with a with fully managed centralized app to automate homes.,"Python
Django
Flask",https://www.instahyre.com/job-294125-software-engineer-at-ruse-home-bangalore/
SigTech - Mid Python Developer,Job available in Bangalore,Founded in 2019,50 - 200 employees,"SigTech specializes in offering a future-proof quant trading platform to global investment managers that validates financial data and provides the tools to research, build, and deploy customized strategies.","Python
NumPy
pandas
PySpark
pytest",https://www.instahyre.com/job-294167-mid-python-developer-at-sigtech-bangalore/
Squareshift - QA Automation Engineer,Job available in Hyderabad,Founded in 2019,50 - 200 employees,"SquareShift caters to a cloud-based platform for enterprises, specializing in a DevOps Enablement package helps the enterprises to build a fully automated DevOps infrastructure and deployment pipelines.","Python
Automation Testing
Manual Testing
SDET
Java
+2",https://www.instahyre.com/job-294050-qa-automation-engineer-at-squareshift-hyderabad/
Tata Consultancy Services - Credit Risk Modelling,Job available in Bangalore,Founded in 1968,More than 1000 employees,"TCS is a global level IT firm helping clients with Analytics, Automation & AI, Cloud Apps & Infra, Cognitive Business, Consulting, Cyber Security, Enterprise Applications, IoT, Quality Engineering, etc.","Python
Model Development
Model Validation
+2",https://www.instahyre.com/job-294055-credit-risk-modelling-at-tata-consultancy-services-bangalore/
Thriving Springs - AI Tech Lead,Job available in Hyderabad,Founded in 2022,10 - 50 employees,Thriving Springs is an IT company developing an AI and ML powered employee learning and engagement suite to bridge the gap in employee development by implementing emotional intelligence in daily workflows.,"Python
Machine Learning
NLP",https://www.instahyre.com/job-294259-ai-tech-lead-at-thriving-springs-hyderabad/
WorkOnGrid - Backend Developer SDE - 1,Job available in Bangalore,Founded in 2017,10 - 50 employees,"WorkOnGrid is an IT services and consulting firm specializing in data collection, analytics, data visualization, reporting, AI, and more that help businesses across tech-enabled data-driven decisions.","Python
Django
Flask",https://www.instahyre.com/job-294146-backend-developer-sde-1-at-workongrid-bangalore/
Altdiff - AI - Founding Engineer,Job available in Work From Home,Founded in 2023,0 - 10 employees,"Altdiff is a B2B2C fin-tech startup that offers a suite of financial products and consultation services, collaborating with global clients to identify gaps and opportunities in business and boost their turnover.","Python
Machine Learning
NLP
NLTK
PyTorch",https://www.instahyre.com/job-293880-ai-founding-engineer-at-altdiff-work-from-home/
ANSR - Staff Software QA Engineer,Job available in Bangalore,Founded in 2003,50 - 200 employees,"ANSR is a Dallas-based consulting company that specializes in providing products and services for talent management and acquisition, strategic consulting, transition toolkits, and innovation.","Python
Java
AWS
Selenium
Azure",https://www.instahyre.com/job-293906-staff-software-qa-engineer-at-ansr-3-bangalore/
Axiamatic - Software Engineer - ML - AI,Job available in Bangalore,Founded in 2021,10 - 50 employees,"Axiamatic is a product-based startup that helps businesses and SMEs by creating a platform to bring agility to their sales, acquisition, and adoption of enterprise software products.","Python
Computer Vision
Machine Learning
NLP
PyTorch
+1",https://www.instahyre.com/job-293985-software-engineer-ml-ai-at-axiamatic-2-bangalore/
HDFC Bank - DevOps Engineer,Job available in Bangalore,Founded in 1994,More than 1000 employees,"HDFC is a diversified banking and financial services firm. Offers products & services across personal banking, wholesale banking, investments, and insurance. It is the largest bank in India by market capitalization","Python
AWS
DevOps
Kubernetes
CI - CD",https://www.instahyre.com/job-293986-devops-engineer-at-hdfc-bank-bangalore/
Hyperface - Lead SDET / SDET Manager,Job available in Bangalore,Founded in 2021,50 - 200 employees,Hyperface is empowering banks and fintech to offer banking products contextually to the customers through its ready-to-go credit card platform and easy-to-use APIs and SDKs to integrate banking products.,"Python
Automation Testing
Manual Testing
+9",https://www.instahyre.com/job-293968-lead-sdet-sdet-manager-at-hyperface-bangalore/
IDfy - Senior Technical Architect,Job available in Mumbai,Founded in 2011,200 - 500 employees,"IDfy leverages technology and analytics to enable people to establish trust in everyday interaction - be it jobs, dating or even renting a home in a new city. Founded by ISB alumni with decades of experience, IDfy has raised $3.5 million from VCs.","Python
Golang
Java
Ruby
AWS",https://www.instahyre.com/job-294015-senior-technical-architect-at-idfy-mumbai/
Mai Labs - Node.js Lead,Job available in Noida,Founded in 2022,50 - 200 employees,"P2E Pro is a technology company that uses blockchain, smart contracts, AI, ML, and immersive technologies to revolutionize Metaverse to create, experiment, and monetize content/creativity for several users.","Python
Node.js
Express.js",https://www.instahyre.com/job-294010-nodejs-lead-at-mai-labs-noida/
Mercari - Software Engineer - Data Platform,Job available in Bangalore,Founded in 2013,500 - 1000 employees,"Mercari is an online marketplace app that allows its users to buy and sell items like apparel, toys, electronic gadgets, and more from their smartphones while having a fast-growing user base with 50 Mn downloads.","Python
Golang
Java
Scala",https://www.instahyre.com/job-293935-software-engineer-data-platform-at-mercari-bangalore/
NeoSOFT Technologies - Python Developer,Job available in Mumbai,Founded in 1996,More than 1000 employees,"NeoSOFT is a global IT consulting & software solutions provider specializing in Software Development Services, Mobile Application Development Services, Web Hosting Services, Web Development Services, etc.","Python
Django
Docker
PostgreSQL
AWS",https://www.instahyre.com/job-293904-python-developer-at-neosoft-technologies-mumbai/
Quantum - Data Quality,Job available in Bangalore,Founded in 1995,500 - 1000 employees,"Quantum is a data storage and management company based in California that provides secure, end-to-end solutions to manage and preserve unstructured data and video and easily extract insights from it.","Python
SQL
Data Governance
Quality Control
Big Data",https://www.instahyre.com/job-293889-data-quality-at-quantum-bangalore/
SiQES EduAid - Backend Developer,Job available in Guwahati,Founded in 2018,50 - 200 employees,SiQES EduAid is an educational technology and an online tutoring company that offers preparation material for some of the most important examinations of students. Its app is available on the Google Play store.,"Python
Django",https://www.instahyre.com/job-293857-backend-developer-at-siqes-eduaid-guwahati/
Skidos - Vice President of Product Engineering,Job available in Delhi,Founded in 2015,10 - 50 employees,"Skidos is a Ed-tech firm which develops and offers fun learning apps and mobile games for kids using their proprietary SDK. It has 38+ educational games to improve math, coding and reading skills of kids.","Python
Golang
Architecture
CI - CD
MongoDB",https://www.instahyre.com/job-293894-vice-president-of-product-engineering-at-skidos-delhi/
Tech Mahindra - Lead Engineer,Job available in Delhi,Founded in 1986,More than 1000 employees,"Tech Mahindra is an MNC provider of IT, networking, and BPO services to various verticals & horizontals. With 1.2 lakhs professionals across 90 countries, it is valued at US$4.7 Billion. Ranked #15 in Forbes Digital List.","Python
AWS
DevOps
Java",https://www.instahyre.com/job-293854-lead-engineer-at-tech-mahindra-2-delhi/
Tech Mahindra - Senior Lead Consultant - DevOps,Job available in Bangalore,Founded in 1986,More than 1000 employees,"Tech Mahindra is an MNC provider of IT, networking, and BPO services to various verticals & horizontals. With 1.2 lakhs professionals across 90 countries, it is valued at US$4.7 Billion. Ranked #15 in Forbes Digital List.","Python
AWS
DevOps
Java",https://www.instahyre.com/job-293856-senior-lead-consultant-devops-at-tech-mahindra-2-bangalore/
Tech Mahindra - Senior Software Engineer,Job available in Pune,Founded in 1986,More than 1000 employees,"Tech Mahindra is an MNC provider of IT, networking, and BPO services to various verticals & horizontals. With 1.2 lakhs professionals across 90 countries, it is valued at US$4.7 Billion. Ranked #15 in Forbes Digital List.","Python
AWS
DevOps
Java",https://www.instahyre.com/job-293851-senior-software-engineer-at-tech-mahindra-2-pune/
VuNet Systems - Platform Engineer,Job available in Bangalore,Founded in 2014,50 - 200 employees,VuNet is an AI and big data analytics company that aims to transform enterprise IT operations by providing real-time visibility and insights into business transactions via its SaaS platform vuSmartMaps.,"Python
Linux
AWS
Bash
Microservices",https://www.instahyre.com/job-294000-platform-engineer-at-vunet-systems-bangalore/
WidasConcepts India - DevOps Engineer,Job available in Bangalore,Founded in 2015,50 - 200 employees,"Widas is an IT consultancy that offers strategy, big data, IoT, cloud computing, software development, AI, DevOps, med-tech platforms, digital, and identity management solutions for business transformations.","Python
Ansible
CI - CD
Docker
Java
Kubernetes",https://www.instahyre.com/job-294013-devops-engineer-at-widasconcepts-india-bangalore/
WorkOnGrid - Customer Solution Specialist,"Job available in Bangalore, Work From Home",Founded in 2017,10 - 50 employees,"WorkOnGrid is an IT services and consulting firm specializing in data collection, analytics, data visualization, reporting, AI, and more that help businesses across tech-enabled data-driven decisions.","Python
Microsoft Excel
Power BI
R
SQL
Tableau",https://www.instahyre.com/job-293925-customer-solution-specialist-at-workongrid-bangalore-work-from-home/
Zepto - Lead DevOps Engineer,Job available in Bangalore,Founded in 2021,More than 1000 employees,Zepto is an online grocery delivery platform that aims to deliver groceries in less than 10 minutes through its network of hyperlocal stores and optimized micro warehouses.,"Python
AWS
Docker
Kubernetes
Golang",https://www.instahyre.com/job-293895-lead-devops-engineer-at-zepto-bangalore/
Zepto - Lead DevOps Engineer,Job available in Bangalore,Founded in 2021,More than 1000 employees,Zepto is an online grocery delivery platform that aims to deliver groceries in less than 10 minutes through its network of hyperlocal stores and optimized micro warehouses.,"Python
AWS
Docker
Kubernetes
Golang",https://www.instahyre.com/job-293896-lead-devops-engineer-at-zepto-bangalore/
1mg - Associate Techincal Architect,Job available in Bangalore,Founded in 2015,500 - 1000 employees,1mg is a pharmacy marketplace. Allows consumers to do a price comparison among multiple brands of medicines with the same composition and place orders. Prescriptions can be uploaded while placing the order.,"Python
Java",https://www.instahyre.com/job-293830-associate-techincal-architect-at-1mg-bangalore/
Avoma - Senior Software Engineer,Job available in Pune,Founded in 2017,10 - 50 employees,"Avoma is an AI meeting assistant, collaboration, and intelligence SaaS platform for businesses, It automates common tasks such as summarize meeting notes, extract key topics, action items discussed, etc.","Python
Node.js
Django
Express.js",https://www.instahyre.com/job-293836-senior-software-engineer-at-avoma-pune/
Bristol Myers Squibb - R1575252 - Senior Data Engineer - Enabling Function,Job available in Hyderabad,Founded in 1887,More than 1000 employees,Bristol Myers Squibb is a global biopharmaceutical company committed to creating innovative medicines for millions of patients around the world fighting serious diseases in various therapeutic areas.,"Python
AWS
SQL",https://www.instahyre.com/job-293692-r1575252-senior-data-engineer-enabling-function-at-bristol-myers-squibb-hyderabad/
Cocotechoes - Java Developer - Women on Break,"Job available in Bangalore, Chennai, Pune",Founded in 2022,0 - 10 employees,"Cocotechoes is an IT company that develops solutions for various real-world challenges by leveraging its expertise in application modernization, data analysis, automation, security, and edge computing.","Python
Java
Hibernate
J2EE",https://www.instahyre.com/job-293797-java-developer-women-on-break-at-cocotechoes-bangalore-chennai-pune/
Coxwell - Wordpress Developer,Job available in Gurgaon,Founded in 1993,10 - 50 employees,"Coxwell is a retailer and manufacturer of polycarbonate sheets creating skylights, roof glazing, domes, and other aesthetic structures, completed 1000+ projects with 3+ million square meters of panel installation.","Python
C++
JavaScript
PHP
jQuery
Wordpress",https://www.instahyre.com/job-293813-wordpress-developer-at-coxwell-gurgaon/
DriveX - Backend Developer,Job available in Bangalore,Founded in 2019,50 - 200 employees,"DriveX is a vehicle subscription platform that helps in buying or renting two-wheelers with quality checks, hassle-free documentation, and providing necessary details like car models, dates, tariffs, and reviews.","Python
Django",https://www.instahyre.com/job-293844-backend-developer-at-drivex-bangalore/
Inspire Brands - Data Engineer,Job available in Hyderabad,Founded in 2018,More than 1000 employees,"Inspire Brands is a multi-brand restaurant company that is curating and growing a portfolio of high-value brands like Arby's, Baskin-Robbins, Buffalo Wild Wings, Dunkin', Jimmy John's, Rusty Taco, and Sonic.","Python
AWS
Snowflake
SQL",https://www.instahyre.com/job-293737-data-engineer-at-inspire-brands-hyderabad/
MatchMove Pay - Python Developer,Job available in Bangalore,Founded in 2013,50 - 200 employees,MatchMove is a Singapore based FinTeh company that is enabling clients to offer their customers a mobile wallet & payment solution. Help enterprise clients digitize payments and enable financial inclusion.,"Python
SQL
Airflow
Kubernetes
Tableau",https://www.instahyre.com/job-293828-python-developer-at-matchmove-pay-2-bangalore/
Mensa Brands - Data Analyst,Job available in Work From Home,Founded in 2017,10 - 50 employees,"Mensa Brands partners with the founders to scale digital-first brands, take them global and drive their D2C sales using its expertise in eCommerce, technology, marketing, category management & demand planning.","Python
Data Analysis
Power BI
SQL",https://www.instahyre.com/job-293750-data-analyst-at-mensa-brands-work-from-home/
Mensa Brands - Data Analyst,Job available in Work From Home,Founded in 2017,10 - 50 employees,"Mensa Brands partners with the founders to scale digital-first brands, take them global and drive their D2C sales using its expertise in eCommerce, technology, marketing, category management & demand planning.","Python
Data Analysis
Power BI
SQL
Microsoft Excel",https://www.instahyre.com/job-293728-data-analyst-at-mensa-brands-work-from-home/
Mensa Brands - Data Engineer Manager,Job available in Work From Home,Founded in 2017,10 - 50 employees,"Mensa Brands partners with the founders to scale digital-first brands, take them global and drive their D2C sales using its expertise in eCommerce, technology, marketing, category management & demand planning.","Python
ETL
SQL
Data Warehousing",https://www.instahyre.com/job-293734-data-engineer-manager-at-mensa-brands-work-from-home/
Nimbbl - SDE 1,Job available in Mumbai,Founded in 2020,10 - 50 employees,"Nimbbl provides payments solutions and caters to businesses of all sizes, payment aggregators, etc. It gives payment providers higher conversions, faster checkout, pay later options, single integration, and more.","Python
Django
Flask
REST Assured
Algorithms",https://www.instahyre.com/job-293730-sde-1-at-nimbbl-mumbai/
Postman - Senior Backend Engineer,Job available in Bangalore,Founded in 2014,50 - 200 employees,"Postman is a suite of API management tools that helps developers to work with REST APIs more efficiently. Has a Chrome app as well as a desktop apps. Customers include companies like Microsoft, eBay, BBC, etc.","Python
Node.js
Ruby",https://www.instahyre.com/job-293754-senior-backend-engineer-at-postman-bangalore/
PriceLabs - Data Scientist,Job available in Work From Home,Founded in 2014,10 - 50 employees,"PriceLabs is an innovative & easy to use revenue management tool for vacation & short term rental industry providing a data-driven approach, automation rules & customizations to manage pricing & stay restrictions.","Python
Machine Learning
Time Series Analysis
SQL",https://www.instahyre.com/job-293741-data-scientist-at-pricelabs-work-from-home/
PriceLabs - Data Scientist,Job available in Work From Home,Founded in 2014,10 - 50 employees,"PriceLabs is an innovative & easy to use revenue management tool for vacation & short term rental industry providing a data-driven approach, automation rules & customizations to manage pricing & stay restrictions.","Python
Machine Learning
Time Series Analysis
SQL",https://www.instahyre.com/job-293743-data-scientist-at-pricelabs-work-from-home/
Primathon - Fullstack - Team Lead,Job available in Gurgaon,Founded in 2018,10 - 50 employees,"Primathon is a custom software development company that offers end-to-end products and services for web and mobile app development, E-commerce development and management, data analytics, and staff augmentation.","Python
Java
JavaScript
Ember.js
Flask
jQuery
Node.js",https://www.instahyre.com/job-293794-fullstack-team-lead-at-primathon-gurgaon/
Prismforce - Data Analyst,"Job available in Bangalore, Mumbai, Pune",Founded in 2020,10 - 50 employees,"Prismforce is a Mumbai-based company, developing an artificial intelligence and machine learning-based B2B SaaS product targeting enterprises in the IT services vertical. Founded by IIT and IIM alumni.","Python
Microsoft Excel
Power BI
R
SQL
Tableau
+3",https://www.instahyre.com/job-293765-data-analyst-at-prismforce-bangalore-mumbai-pune/
Qapitol QA - Web Automation Test Engineer,Job available in Gurgaon,Founded in 2015,200 - 500 employees,"Qapitol QA is a software testing and quality assurance company that offers functional and performance test automation solutions across the web, mobile apps, APIs, payment portals, data pipelines, security, etc.","Python
Automation Testing
API Testing
CI - CD
Cypress
+9",https://www.instahyre.com/job-293761-web-automation-test-engineer-at-qapitol-qa-gurgaon/
slice - Associate Director - Quality,Job available in Bangalore,Founded in 2016,More than 1000 employees,"-slicepay is a fin-tech startup that offers payment card designed for customers in the age group of 18-29 that comes with a pre-approved Rupay credit line backed by investors like Finup, Blume ventures, etc.","Python
Appium
Automation Testing
JavaScript
+4",https://www.instahyre.com/job-293682-associate-director-quality-at-slice-bangalore/
SydeLabs - Full Stack - Software Engineer,Job available in Bangalore,Founded in 2023,0 - 10 employees,"SydeLabs, backed by Global VCs, is an AI system protection platform developing products to assist enterprises in safeguarding their AI features and creating scalable solutions to secure data.","Python
Golang
Java
JavaScript
Angular
Node.js
React.js",https://www.instahyre.com/job-293809-full-stack-software-engineer-at-sydelabs-bangalore/
AllSecure - SDET,Job available in Work From Home,Founded in 2021,10 - 50 employees,"AllSecure is a cyber security company that provides security solutions to various organizations while offering cyber risk quantification, vulnerability assessment, threat monitoring, and cloud security services.","Python
Java
Quality Assurance
SDET
SQL
Selenium
+1",https://www.instahyre.com/job-293611-sdet-at-allsecure-work-from-home/
BitGo - Data Scientist,Job available in Bangalore,Founded in 2013,50 - 200 employees,"BitGo is an institutional digital asset and crypto platform with liquidity, custody, wallet, exchange, and security services, processing 20% of all global Bitcoin transactions and supports 250+ coins and tokens.","Python
SQL
Tableau",https://www.instahyre.com/job-293599-data-scientist-at-bitgo-bangalore/
Bristol Myers Squibb - Data Engineer II - R1575253,Job available in Hyderabad,Founded in 1887,More than 1000 employees,Bristol Myers Squibb is a global biopharmaceutical company committed to creating innovative medicines for millions of patients around the world fighting serious diseases in various therapeutic areas.,"Python
SQL
Tableau
AWS",https://www.instahyre.com/job-293675-data-engineer-ii-r1575253-at-bristol-myers-squibb-hyderabad/
Bristol Myers Squibb - US Operations - Real World Analyst II,Job available in Hyderabad,Founded in 1887,More than 1000 employees,Bristol Myers Squibb is a global biopharmaceutical company committed to creating innovative medicines for millions of patients around the world fighting serious diseases in various therapeutic areas.,"Python
Power BI
Pharmaceutics
Tableau
SAS",https://www.instahyre.com/job-293674-us-operations-real-world-analyst-ii-at-bristol-myers-squibb-hyderabad/
CashFlo - Data Analyst,Job available in Mumbai,Founded in 2017,50 - 200 employees,CashFlo is a Financial Services company that offers seamless credit access to clients. It helps to get access to short-term capital & optimize the working capital & treasury returns.,"Python
Microsoft Excel
Power BI
R
SQL
Tableau
+3",https://www.instahyre.com/job-293595-data-analyst-at-cashflo-mumbai/
GS Labs - Lead DevOps Engineer,Job available in Pune,Founded in 2005,50 - 200 employees,"GS Labs is a developer of solutions to create digital products and an integrator of software and hardware systems for digital television digital, set-top boxes, Wi-Fi routers, intercoms, and security systems.","Python
DevOps
Jenkins
Cloud Computing
CI - CD",https://www.instahyre.com/job-293588-lead-devops-engineer-at-gs-labs-pune/
Inspire Brands - Data Engineer,Job available in Hyderabad,Founded in 2018,More than 1000 employees,"Inspire Brands is a multi-brand restaurant company that is curating and growing a portfolio of high-value brands like Arby's, Baskin-Robbins, Buffalo Wild Wings, Dunkin', Jimmy John's, Rusty Taco, and Sonic.","Python
SQL
Snowflake
Azure
AWS",https://www.instahyre.com/job-293664-data-engineer-at-inspire-brands-hyderabad/
Joboffers.live - Back End Developer,Job available in Gurgaon,Founded in 2022,0 - 10 employees,"Joboffers.live is a Data As A Resource (DAAR) platform that mitigates last-minute offer drops with informed hiring decisions through a two-tiered validation system, utilizing data analysis for candidate selection.","Python
Ruby",https://www.instahyre.com/job-293638-back-end-developer-at-joboffers-gurgaon/
Jumbaya - DevOps Engineer,Job available in Bangalore,Founded in 2022,10 - 50 employees,Jumbaya is an online e-learning platform that offers a variety of storytelling and reading material for children while providing animated storybooks in multiple languages across categories and a read-along feature.,"Python
DevOps
Docker
Kubernetes
CI - CD",https://www.instahyre.com/job-293609-devops-engineer-at-jumbaya-bangalore/
PhonePe - Software Engineer,Job available in Bangalore,Founded in 2015,More than 1000 employees,"PhonePe is a BHIM UPI enabled mobile payments app company which has build a platform for easy, safe and universal transfer of cash. Recently, PhonePe has developed a Point-Of-Sale system for stores in India.","Python
Java
Golang
Ruby on Rails
C#",https://www.instahyre.com/job-293676-software-engineer-at-phonepe-bangalore/
Rapyuta Robotics - SRE / Lead,Job available in Chennai,Founded in 2014,50 - 200 employees,Rapyuta provides a cloud based robotics framework where robots have the ability to communicate with other robots and learn from each other. The framework allows robots to work collectively over a particular goal.,"Python
C++
DevOps
CI - CD",https://www.instahyre.com/job-293581-sre-lead-at-rapyuta-robotics-chennai/
Roku - Data Engineer,Job available in Bangalore,Founded in 2002,More than 1000 employees,Roku operates in the media streaming and TV entertainment ecosystem and offers a wide range of software and hardware products that make content delivery across 80 million US homes seamless.,"Python
SQL
Spark
Big Data",https://www.instahyre.com/job-293585-data-engineer-at-roku-bangalore/
Sabhyasha Retail Tech - Django Developer - React Expertise,Job available in Bhubaneshwar,Founded in 2022,0 - 10 employees,"Sabhyasha is a tech-driven D2C platform empowering artisans and weavers with an exclusive marketplace to showcase and sell a variety of products including jewelry, home decor, paintings, clothing, and more.","Python
JavaScript
Django
React.js",https://www.instahyre.com/job-293645-django-developer-react-expertise-at-sabhyasha-retail-tech-bhubaneshwar/
Tech Mahindra - DevOps Engineer,Job available in Bangalore,Founded in 1986,More than 1000 employees,"Tech Mahindra is an MNC provider of IT, networking, and BPO services to various verticals & horizontals. With 1.2 lakhs professionals across 90 countries, it is valued at US$4.7 Billion. Ranked #15 in Forbes Digital List.","Python
DevOps
AWS
Java",https://www.instahyre.com/job-293625-devops-engineer-at-tech-mahindra-2-bangalore/
Tech Mahindra - DevOps Engineer,Job available in Bangalore,Founded in 1986,More than 1000 employees,"Tech Mahindra is an MNC provider of IT, networking, and BPO services to various verticals & horizontals. With 1.2 lakhs professionals across 90 countries, it is valued at US$4.7 Billion. Ranked #15 in Forbes Digital List.","Python
DevOps
AWS
Shell Scripting",https://www.instahyre.com/job-293622-devops-engineer-at-tech-mahindra-2-bangalore/
Tech Mahindra - DevOps Engineer,Job available in Delhi,Founded in 1986,More than 1000 employees,"Tech Mahindra is an MNC provider of IT, networking, and BPO services to various verticals & horizontals. With 1.2 lakhs professionals across 90 countries, it is valued at US$4.7 Billion. Ranked #15 in Forbes Digital List.","Python
DevOps
AWS
Helm",https://www.instahyre.com/job-293619-devops-engineer-at-tech-mahindra-2-delhi/
Tech Mahindra - Lead Consultant - DevOps,Job available in Bangalore,Founded in 1986,More than 1000 employees,"Tech Mahindra is an MNC provider of IT, networking, and BPO services to various verticals & horizontals. With 1.2 lakhs professionals across 90 countries, it is valued at US$4.7 Billion. Ranked #15 in Forbes Digital List.","Python
DevOps
AWS",https://www.instahyre.com/job-293623-lead-consultant-devops-at-tech-mahindra-2-bangalore/
Wayfair - Software Engineer II,Job available in Bangalore,Founded in 2002,More than 1000 employees,"Wayfair is the online destination for the home and a pure-play online retailer that offers a wide range of home goods and furniture products for the bedroom, living room, kitchen and dining, bathroom, and more.","Python
Golang
Java
Node.js
Ruby
Scala
Django
+4",https://www.instahyre.com/job-293612-software-engineer-ii-at-wayfair-bangalore/
Wooqer - Lead Engineer (Platform Experience),Job available in Bangalore,Founded in 2014,50 - 200 employees,"Wooqer enables organisations to automate everyday workflow in a single platform that has the ability to capture data, disseminate data and allow the user to consume data efficiently. Has offices in India, UK & US.","Python
Android
iOS
Java
JavaScript",https://www.instahyre.com/job-293603-lead-engineer-platform-experience-at-wooqer-2-bangalore/
Airbus - Cloud Developer,Job available in Bangalore,Founded in 2014,More than 1000 employees,"Airbus is a European MNC and the world's second biggest aerospace and defence company. Airbus designs, manufactures and sells civil and military aerospace products worldwide.","Python
AWS
Docker
AWS Lambda
Node.js",https://www.instahyre.com/job-293460-cloud-developer-at-airbus-bangalore/
ANSR - Software Engineer III,Job available in Hyderabad,Founded in 2003,50 - 200 employees,"ANSR is a Dallas-based consulting company that specializes in providing products and services for talent management and acquisition, strategic consulting, transition toolkits, and innovation.","Python
Microservices
Azure
Java
Test Driven Development",https://www.instahyre.com/job-293485-software-engineer-iii-at-ansr-3-hyderabad/
ANSR - Software Engineer III,Job available in Hyderabad,Founded in 2003,50 - 200 employees,"ANSR is a Dallas-based consulting company that specializes in providing products and services for talent management and acquisition, strategic consulting, transition toolkits, and innovation.","Python
Microservices
Azure
Java
Test Driven Development",https://www.instahyre.com/job-293462-software-engineer-iii-at-ansr-3-hyderabad/
Arcesium - Technical Lead,"Job available in Bangalore, Gurgaon, Hyderabad",Founded in 2015,500 - 1000 employees,Arcesium provides proprietary software and technology to comprehensive post-trade support to alternative investment industry. The company is a spin-off of D. E. Shaw & supports more than $65 billion in assets.,"Python
J2EE
Java
Scala
Spring",https://www.instahyre.com/job-293545-technical-lead-at-arcesium-2-bangalore-gurgaon-hyderabad/
Cyware Labs - Director of Engineering,Job available in Bangalore,Founded in 2016,200 - 500 employees,Cyware is an app to help cyber security professionals and general internet users stay informed about happenings in the cyber world with expertly curated stories and updates.,"Python
Golang
Django
Flask",https://www.instahyre.com/job-293543-director-of-engineering-at-cyware-labs-bangalore/
Fintrac Global Services - Red Hat Linux Engineer,Job available in Hyderabad,Founded in 2018,50 - 200 employees,"Fintrac is a fin-tech services firm that offers technical support, QA testing, business intelligence, knowledge process outsourcing, and related services in the hospitality, entertainment and other leisure sectors.","Python
Red Hat
Bash
Ansible
Puppet",https://www.instahyre.com/job-293413-red-hat-linux-engineer-at-fintrac-global-services-hyderabad/
Neurowyzr - Senior Infra / Cloud Engineer,Job available in Chennai,Founded in 2019,10 - 50 employees,"Neurowyzr is an AI-based gamified digital assessment and omni platform enabling early detection, diagnosis, therapy, monitoring, and prevention of brain health to enhance the mental and physical health of employees","Python
Kubernetes
DevOps
CI - CD
AWS",https://www.instahyre.com/job-293393-senior-infra-cloud-engineer-at-neurowyzr-chennai/
